id,sku,name,description,stock,batch_number,expiration_date,requires_batch_tracking,price,average_cost,category_id,supplier_id,base_unit,reorder_point,aisle,storage_requirement,product_type,is_archived,created_at,updated_at,image_url,master_product_id
aebacfcf-7111-901c-abcd-3456789012ab,APO14B,Apollo Petroleum Jelly 25 g,Apollo Petroleum Jelly 25 g,12,,,g,40.73,,personal_care,,,,,room_temperature,standard,,2025-07-18T00:00:00Z,,,
afbad0d0-8222-012d-bcde-4567890123bc,ARI63,Ariel Powder Fresh Garden Bloom 64 g,Ariel Powder Fresh Garden Bloom 64 g,216,,,g,7.91,,laundry,,,,,room_temperature,standard,,2025-07-18T00:00:00Z,,,
b0bad1d1-9333-123e-cdef-5678901234cd,ARI32,Ariel Powder Surface Fresh 1.19 kg,Ariel Powder Surface Fresh 1.19 kg,12,,,g,143.25,,laundry,,,,,room_temperature,standard,,2025-07-18T00:00:00Z,,,
b1bad2d2-a444-234f-defa-6789012345de,ARI41,Ariel Liquid Power Gel Downy 60 ml,Ariel Liquid Power Gel Downy 60 ml,18,,,ml,26.04,,laundry,,,,,room_temperature,standard,,2025-07-18T00:00:00Z,,,
b2bad3d3-b555-3450-efab-7890123456ef,ARI54,Ariel Liquid Power Gel Fresh 730 g,Ariel Liquid Power Gel Fresh 730 g,8,,,g,91.19,,laundry,,,,,room_temperature,standard,,2025-07-18T00:00:00Z,,,
b3bad4d4-c666-4561-fabc-8901234567fa,ARI70,Ariel Powder Clean & Bright 66 g,Ariel Powder Clean & Bright 66 g,216,,,g,13.08,,laundry,,,,,room_temperature,standard,,2025-07-18T00:00:00Z,,,
b4bad5d5-d777-5672-abcd-9012345678ab,ARI71,Ariel Powder Clean & Bright 90 g,Ariel Powder Clean & Bright 90 g,168,,,g,22.93,,laundry,,,,,room_temperature,standard,,2025-07-18T00:00:00Z,,,
b5bad6d6-e888-6783-bcde-0123456789bc,ARI74,Ariel Bar Scrubber 125 g,Ariel Bar Scrubber 125 g,96,,,g,29.4,,laundry,,,,,room_temperature,standard,,2025-07-18T00:00:00Z,,,
b6bad7d7-f999-7894-cdef-1234567890cd,ARI20O,Ariel Powder Surface Fresh Jumbo 66 g,Ariel Powder Surface Fresh Jumbo 66 g,30,,,g,78.54,,laundry,,,,,room_temperature,standard,,2025-07-18T00:00:00Z,,,
b7bad8d8-0aaa-8905-defa-2345678901de,AXI63H,Axion Paste Kalamansi 550 g,Axion Paste Kalamansi 550 g,12,,,g,118.24,,dish,,,,,room_temperature,standard,,2025-07-18T00:00:00Z,,,
b8bad9d9-1bbb-9016-efab-3456789012ef,AXI66H,Axion Paste Lemon 550 g,Axion Paste Lemon 550 g,12,,,g,118.24,,dish,,,,,room_temperature,standard,,2025-07-18T00:00:00Z,,,
b9badaaa-2ccc-0127-fabc-4567890123fa,BLU21,B'lue Drink Cucumber Lime 500 ml,B'lue Drink Cucumber Lime 500 ml,15,,,ml,35.24,,beverage,,,,,room_temperature,standard,,2025-07-18T00:00:00Z,,,
babadbab-3ddd-1238-abcd-5678901234ab,BLU08,B'lue Drink Orange 500 ml,B'lue Drink Orange 500 ml,15,,,ml,35.24,,beverage,,,,,room_temperature,standard,,2025-07-18T00:00:00Z,,,
bbbadcac-4eee-2349-bcde-6789012345bc,BLU09,B'lue Drink Calamansi 500 ml,B'lue Drink Calamansi 500 ml,15,,,ml,35.24,,beverage,,,,,room_temperature,standard,,2025-07-18T00:00:00Z,,,
bcbadadb-5fff-345a-cdef-7890123456cd,BAC03B,Bactidol 60 ml,Bactidol 60 ml,6,,,ml,61.58,,healthcare,,,,,room_temperature,standard,,2025-07-18T00:00:00Z,,,
bdbadaec-6000-456b-defa-8901234567de,BAB08B,Baby Bench Cologne Jellybean 100 ml,Baby Bench Cologne Jellybean 100 ml,6,,,ml,57.42,,personal_care,,,,,room_temperature,standard,,2025-07-18T00:00:00Z,,,
bebadbed-7111-567c-efab-9012345678ef,BAG09,Baguio Oil 1 Gallon Plastic,Baguio Oil 1 Gallon Plastic 3.2 kg,6,,,g,684.33,,cooking_oil,,,,,room_temperature,standard,,2025-07-18T00:00:00Z,,,
bfbadcee-8222-678d-fabc-0123456789fa,BAG11D,Baguio Oil PET 2×1 l,Baguio Oil PET 2×1 l,6,,,ml,366.33,,cooking_oil,,,,,room_temperature,standard,,2025-07-18T00:00:00Z,,,
c0baddef-9333-789e-abcd-1234567890ab,BAG18,Baguio Oil Sachet 40 ml,Baguio Oil Sachet 40 ml,288,,,ml,2.06,,cooking_oil,,,,,room_temperature,standard,,2025-07-18T00:00:00Z,,,
c1badeef-a444-890f-bcde-2345678901bc,BAG41,Baguio Oil Tipid 1.8 l,Baguio Oil Tipid 1.8 l,12,,,ml,332.25,,cooking_oil,,,,,room_temperature,standard,,2025-07-18T00:00:00Z,,,
c2badfff-b555-9010-cdef-3456789012cd,BIO03,Bambi Soap Bloom Pink 60 g,Bambi Soap Bloom Pink 60 g,120,,,g,11.82,,personal_care,,,,,room_temperature,standard,,2025-07-18T00:00:00Z,,,
c3bae0ee-c666-0121-defa-4567890123de,BIO04,Bambi Soap Bloom Pink 90 g,Bambi Soap Bloom Pink 90 g,100,,,g,14.19,,personal_care,,,,,room_temperature,standard,,2025-07-18T00:00:00Z,,,
c4bae1ef-d777-1232-efab-5678901234ef,BIO09,Bambi Soap Clean White 60 g,Bambi Soap Clean White 60 g,120,,,g,11.82,,personal_care,,,,,room_temperature,standard,,2025-07-18T00:00:00Z,,,
c5bae2f0-e888-2343-fabc-6789012345fa,BIO21,Bambi Soap Clean White 135 g,Bambi Soap Clean White 135 g,72,,,g,39.4,,personal_care,,,,,room_temperature,standard,,2025-07-18T00:00:00Z,,,
c6bae3f1-f999-3454-abcd-7890123456ab,BIO18,Bambi Soap Freshen Green 90 g,Bambi Soap Freshen Green 90 g,100,,,g,14.19,,personal_care,,,,,room_temperature,standard,,2025-07-18T00:00:00Z,,,
c7bae4f2-0aaa-4565-bcde-8901234567bc,BIO20,Bambi Soap Freshen Green 135 g,Bambi Soap Freshen Green 135 g,72,,,g,39.4,,personal_care,,,,,room_temperature,standard,,2025-07-18T00:00:00Z,,,
c8bae5f3-1bbb-5676-cdef-9012345678cd,BAR02,Bariño Fiesta Bagoong Regular 250 g,Bariño Fiesta Bagoong Regular 250 g,24,,,g,116.63,,condiment,,,,,room_temperature,standard,,2025-07-18T00:00:00Z,,,
c9bae6f4-2ccc-6787-defa-0123456789de,BAR05,Bariño Fiesta Bagoong Spicy 500 g,Bariño Fiesta Bagoong Spicy 500 g,12,,,g,233.26,,condiment,,,,,room_temperature,standard,,2025-07-18T00:00:00Z,,,
cabae7f5-3ddd-7898-efab-1234567890ef,BAY105,Baygon Multi-Insect Killer 300 ml,Baygon Multi-Insect Killer 300 ml,12,,,ml,231,,household,,,,,room_temperature,standard,,2025-07-18T00:00:00Z,,,
cbbae8f6-4eee-8909-fabc-2345678901fa,BAY20,Baygon Mosquito Coil Base 12 S,Baygon Mosquito Coil Base 12 S,60,,,pcs,20.52,,household,,,,,room_temperature,standard,,2025-07-18T00:00:00Z,,,
ccbae9f7-5fff-901a-abcd-3456789012ab,BAY74,Baygon Mosquito Coil Violet 12 S,Baygon Mosquito Coil Violet 12 S,60,,,pcs,20.52,,household,,,,,room_temperature,standard,,2025-07-18T00:00:00Z,,,
cdbaeaf8-6000-012b-bcde-4567890123bc,BEA14,Bear Brand Jr GUMilk 1–3 YRS 1.6 kg,Bear Brand Jr GUMilk 1–3 YRS 1.6 kg,6,,,g,806.74,,dairy,,,,,room_temperature,standard,,2025-07-18T00:00:00Z,,,
cebaebf9-7111-123c-cdef-5678901234cd,BES41,Besuto Cracker Hot Spice 100 g,Besuto Cracker Hot Spice 100 g,100,,,g,22.23,,snack,,,,,room_temperature,standard,,2025-07-18T00:00:00Z,,,
cfbaecfa-8222-234d-defa-6789012345de,BES44,Besuto Cracker Onion & Garlic 100 g,Besuto Cracker Onion & Garlic 100 g,100,,,g,22.23,,snack,,,,,room_temperature,standard,,2025-07-18T00:00:00Z,,,
d0baedfb-9333-345e-efab-7890123456ef,BES47,Besuto Cracker Plain 100 g,Besuto Cracker Plain 100 g,100,,,g,22.23,,snack,,,,,room_temperature,standard,,2025-07-18T00:00:00Z,,,
d1baeefc-a444-456f-fabc-8901234567fa,BIG17,Big 250 Juice Mango 250 ml,Big 250 Juice Mango 250 ml,10,,,ml,9.74,,beverage,,,,,room_temperature,standard,,2025-07-18T00:00:00Z,,,
d2baeffd-b555-5670-abcd-9012345678ab,BIG18,Big 250 Juice Guyabano 250 ml,Big 250 Juice Guyabano 250 ml,10,,,ml,9.74,,beverage,,,,,room_temperature,standard,,2025-07-18T00:00:00Z,,,
d3baf0fe-c666-6781-bcde-0123456789bc,BIG20,Big 250 Juice Grape 250 ml,Big 250 Juice Grape 250 ml,10,,,ml,8.86,,beverage,,,,,room_temperature,standard,,2025-07-18T00:00:00Z,,,
d4baf1ff-d777-7892-cdef-1234567890cd,BIG21,Big 250 Juice Pineapple 250 ml,Big 250 Juice Pineapple 250 ml,10,,,ml,8.86,,beverage,,,,,room_temperature,standard,,2025-07-18T00:00:00Z,,,
d5baf200-e888-8903-defa-2345678901de,BIN02,Bingo Cookie Double Chocolate 28 g,Bingo Cookie Double Chocolate 28 g,30,,,g,57.03,,snack,,,,,room_temperature,standard,,2025-07-18T00:00:00Z,,,
d6baf301-f999-9014-efab-3456789012ef,BIN06,Bingo Meat Loaf 150 g,Bingo Meat Loaf 150 g,48,,,g,19.37,,canned_meat,,,,,room_temperature,standard,,2025-07-18T00:00:00Z,,,
d7baf402-0aaa-0125-fabc-4567890123fa,BIN16,Bingo Corned Beef 100 g,Bingo Corned Beef 100 g,48,,,g,15.68,,canned_meat,,,,,room_temperature,standard,,2025-07-18T00:00:00Z,,,
d8baf503-1bbb-1236-abcd-5678901234ab,BIR02F,Birch Tree Fortified Milk 300 g,Birch Tree Fortified Milk 300 g,12,,,g,151.46,,dairy,,,,,room_temperature,standard,,2025-07-18T00:00:00Z,,,
d9baf604-2ccc-2347-bcde-6789012345bc,BIR05,Birch Tree Fortified Milk 33 g,Birch Tree Fortified Milk 33 g,20,,,g,68.59,,dairy,,,,,room_temperature,standard,,2025-07-18T00:00:00Z,,,
dabaf705-3ddd-3458-cdef-7890123456cd,BIR06A,Birch Tree Fortified Choco 29 g,Birch Tree Fortified Choco 29 g,20,,,g,63.7,,dairy,,,,,room_temperature,standard,,2025-07-18T00:00:00Z,,,
dbbaf806-4eee-4569-defa-8901234567de,BIR08C,Birch Tree Fortified Choco 290 g,Birch Tree Fortified Choco 290 g,8,,,g,88.99,,dairy,,,,,room_temperature,standard,,2025-07-18T00:00:00Z,,,
dcbaf907-5fff-567a-efab-9012345678ef,BLE09,Blend 45 Coffee Kindseed 20 g,Blend 45 Coffee Kindseed 20 g,24,,,g,56.56,,coffee,,,,,room_temperature,standard,,2025-07-18T00:00:00Z,,,
ddbafa08-6000-678b-fabc-0123456789fa,BLE12,Blend 45 Coffee Malunggay 52 g,Blend 45 Coffee Malunggay 52 g,24,,,g,115.02,,coffee,,,,,room_temperature,standard,,2025-07-18T00:00:00Z,,,
debafb09-7111-789c-abcd-1234567890ab,BON102,Bonna Infant Milk 0–6 MOS 1.2 kg,Bonna Infant Milk 0–6 MOS 1.2 kg,4,,,g,821.67,,dairy,,,,,room_temperature,standard,,2025-07-18T00:00:00Z,,,
dfbafc0a-8222-890d-bcde-2345678901bc,BON104,Bonna Follow-on Milk 6–12 MOS 1.2 kg,Bonna Follow-on Milk 6–12 MOS 1.2 kg,4,,,g,779.21,,dairy,,,,,room_temperature,standard,,2025-07-18T00:00:00Z,,,
e0bafd0b-9333-901e-cdef-3456789012cd,BON105,Bonna Follow-on Milk 6–12 MOS 2.4 kg,Bonna Follow-on Milk 6–12 MOS 2.4 kg,3,,,g,1038.95,,dairy,,,,,room_temperature,standard,,2025-07-18T00:00:00Z,,,
e1bafe0c-a444-012f-defa-4567890123de,BON21,Bonakid GUMilk 1–3 YRS 350 g,Bonakid GUMilk 1–3 YRS 350 g,18,,,g,240.72,,dairy,,,,,room_temperature,standard,,2025-07-18T00:00:00Z,,,
e2baff0d-b555-1230-efab-5678901234ef,BON38,Bonakid Pre-School 3+ 350 g,Bonakid Pre-School 3+ 350 g,18,,,g,237.33,,dairy,,,,,room_temperature,standard,,2025-07-18T00:00:00Z,,,
e3bb000e-c666-2341-fabc-6789012345fa,BON99,Bonakid Pre-School 3+ 2.4 kg,Bonakid Pre-School 3+ 2.4 kg,3,,,g,1444.5,,dairy,,,,,room_temperature,standard,,2025-07-18T00:00:00Z,,,
e4bb010d-d777-3452-abcd-7890123456ab,CLO29A,C-UP Toothpaste Red Hot 120 g,C-UP Toothpaste Red Hot 120 g,48,,,g,26.81,,oral_care,,,,,room_temperature,standard,,2025-07-18T00:00:00Z,,,
e5bb020c-e888-4563-bcde-8901234567bc,CLO42A,C-UP Toothpaste Green Mint 175 g,C-UP Toothpaste Green Mint 175 g,36,,,g,38.82,,oral_care,,,,,room_temperature,standard,,2025-07-18T00:00:00Z,,,
e6bb030b-f999-5674-cdef-9012345678cd,C2C02,C2 Green Tea Lemon 335 ml,C2 Green Tea Lemon 335 ml,24,,,ml,23.81,,beverage,,,,,room_temperature,standard,,2025-07-18T00:00:00Z,,,
e7bb040a-0aaa-6785-defa-0123456789de,C2C21,C2 Green Tea Apple 1 l,C2 Green Tea Apple 1 l,12,,,ml,50.79,,beverage,,,,,room_temperature,standard,,2025-07-18T00:00:00Z,,,
e8bb0509-1bbb-7896-efab-1234567890ef,C2C06,C2 Green Tea Plain 455 ml,C2 Green Tea Plain 455 ml,24,,,ml,29.2,,beverage,,,,,room_temperature,standard,,2025-07-18T00:00:00Z,,,
e9bb0608-2ccc-8907-fabc-2345678901fa,CAL40,Calypso Microwave Container 500 ml,Calypso Microwave Container 500 ml,30,,,ml,42.9,,household,,,,,room_temperature,standard,,2025-07-18T00:00:00Z,,,
eabb0707-3ddd-9018-abcd-3456789012fa,CAL70,Calypso Supercups 8 oz,Calypso Supercups 8 oz,40,,,pcs,29.94,,household,,,,,room_temperature,standard,,2025-07-18T00:00:00Z,,,
ebbb0806-4eee-0129-bcde-4567890123ab,CAL02B,Calypso Plastic HD 12×18,Calypso Plastic HD 12×18,10,,,pcs,30.96,,household,,,,,room_temperature,standard,,2025-07-18T00:00:00Z,,,
ecbb0905-5fff-123a-cdef-5678901234ab,CAL25B,Calypso Plastic HD 10×14,Calypso Plastic HD 10×14,10,,,pcs,17.76,,household,,,,,room_temperature,standard,,2025-07-18T00:00:00Z,,,
edbb0a04-6000-234b-defa-6789012345ab,CAL27B,Calypso Stripey Straw 100 g,Calypso Stripey Straw 100 g,25,,,g,15.92,,household,,,,,room_temperature,standard,,2025-07-18T00:00:00Z,,,
eebb0b03-7111-345c-efab-7890123456ab,CAL64B,Calypso Ice Bag 4×12,Calypso Ice Bag 4×12,20,,,pcs,18.53,,household,,,,,room_temperature,standard,,2025-07-18T00:00:00Z,,,
efbb0c02-8222-456d-fabc-8901234567ab,CAL71B,Calypso Superbowl,Calypso Superbowl,20,,,pcs,44.22,,household,,,,,room_temperature,standard,,2025-07-18T00:00:00Z,,,
f0bb0d01-9333-567e-abcd-9012345678ab,CAR53,Care Adult Diaper Pants L,Care Adult Diaper Pants L,10,,,pcs,227.76,,personal_care,,,,,room_temperature,standard,,2025-07-18T00:00:00Z,,,
f1bb0e00-a444-678f-bcde-0123456789ab,CAR54,Care Adult Diaper Pants XL,Care Adult Diaper Pants XL,10,,,pcs,285.94,,personal_care,,,,,room_temperature,standard,,2025-07-18T00:00:00Z,,,
f2bb0eff-b555-7890-cdef-1234567890ab,CAR200,Carefree Liner Breathable,Carefree Liner Breathable,48,,,pcs,23.46,,personal_care,,,,,room_temperature,standard,,2025-07-18T00:00:00Z,,,
f3bb0ffe-c666-8901-defa-2345678901ab,CAR08,Caress Adult Diaper Basic M,Caress Adult Diaper Basic M,60,,,pcs,19.5,,personal_care,,,,,room_temperature,standard,,2025-07-18T00:00:00Z,,,
f4bb0ffd-d777-9012-efab-3456789012ab,CAR34,Carlo Rossi Moscato 750 ml,Carlo Rossi Moscato 750 ml,12,,,ml,327.79,,alcohol,,,,,room_temperature,standard,,2025-07-18T00:00:00Z,,,
f5bb0ffc-e888-0123-fabc-4567890123ab,CAR39,Carlo Rossi Red Moscato 750 ml,Carlo Rossi Red Moscato 750 ml,12,,,ml,327.79,,alcohol,,,,,room_temperature,standard,,2025-07-18T00:00:00Z,,,
f6bb0ffb-f999-1234-abcd-5678901234ab,CEN05,Century Tuna Flakes in Oil 95 g,Century Tuna Flakes in Oil 95 g,48,,,g,25.29,,canned_meat,,,,,room_temperature,standard,,2025-07-18T00:00:00Z,,,
f7bb0ffa-0aaa-2345-bcde-6789012345ab,CEN41I,Century Tuna Flakes in Oil 155 g,Century Tuna Flakes in Oil 155 g,50,,,g,33.27,,canned_meat,,,,,room_temperature,standard,,2025-07-18T00:00:00Z,,,
f8bb0ff9-1bbb-3456-cdef-7890123456ab,CEN43,Century Tuna Flakes Hot & Spicy 155 g,Century Tuna Flakes Hot & Spicy 155 g,50,,,g,34.58,,canned_meat,,,,,room_temperature,standard,,2025-07-18T00:00:00Z,,,
f9bb0ff8-2ccc-4567-defa-8901234567ab,CEN54,Century Tuna Flakes Lite 180 g,Century Tuna Flakes Lite 180 g,48,,,g,53.62,,canned_meat,,,,,room_temperature,standard,,2025-07-18T00:00:00Z,,,
fabaff7-3ddd-5678-efab-9012345678ab,CER02,Cerelac Mixed Fruits & Soya 120 g,Cerelac Mixed Fruits & Soya 120 g,40,,,g,68.43,,baby_food,,,,,room_temperature,standard,,2025-07-18T00:00:00Z,,,
fbbae006-4eee-6789-abcd-0123456789ab,CER06,Cerelac Rice & Soya 120 g,Cerelac Rice & Soya 120 g,40,,,g,68.43,,baby_food,,,,,room_temperature,standard,,2025-07-18T00:00:00Z,,,
fcbae007-5fff-789a-bcde-1234567890ab,CHA171,Champion Bar Blue Original 145 g,Champion Bar Blue Original 145 g,96,,,g,15.13,,laundry,,,,,room_temperature,standard,,2025-07-18T00:00:00Z,,,
fdbae008-6000-890b-cdef-2345678901ab,CHA170,Champion Bar Fabric Conditioner 390 g,Champion Bar Fabric Conditioner 390 g,36,,,g,39.41,,laundry,,,,,room_temperature,standard,,2025-07-18T00:00:00Z,,,
febae009-7111-901c-defa-3456789012ab,CHA70C,Champion Powder Fabric Conditioner 35 g,Champion Powder Fabric Conditioner 35 g,42,,,g,30.95,,laundry,,,,,room_temperature,standard,,2025-07-18T00:00:00Z,,,
ffbae00a-8222-012d-efab-4567890123ab,CHA03,Charmee Pantiliner Unscented,Charmee Pantiliner Unscented,24,,,pcs,32.35,,personal_care,,,,,room_temperature,standard,,2025-07-18T00:00:00Z,,,
00baf00b-9333-123e-fabc-5678901234ab,CHA103,Charmee Menstrual Pants M,Charmee Menstrual Pants M,36,,,pcs,30.25,,personal_care,,,,,room_temperature,standard,,2025-07-18T00:00:00Z,,,
01baf00c-a444-234f-abcd-6789012345ab,CHA178,Charmee Pantiliner Lavender,Charmee Pantiliner Lavender,48,,,pcs,12.7,,personal_care,,,,,room_temperature,standard,,2025-07-18T00:00:00Z,,,
02baf00d-b555-3450-bcde-7890123456ab,CHA185,Charmee Overnight Long Black,Charmee Overnight Long Black,18,,,pcs,23.55,,personal_care,,,,,room_temperature,standard,,2025-07-18T00:00:00Z,,,
03baf00e-c666-4561-cdef-8901234567ab,CHE46,Cheezy Snack Original 150 g,Cheezy Snack Original 150 g,20,,,g,50.58,,snack,,,,,room_temperature,standard,,2025-07-18T00:00:00Z,,,
04baf00f-d777-5672-defa-9012345678ab,CHE107,Cheese Ring Jalapeño 60 g,Cheese Ring Jalapeño 60 g,25,,,g,29.57,,snack,,,,,room_temperature,standard,,2025-07-18T00:00:00Z,,,
05baf010-e888-6783-efab-0123456789ab,CHE88,Cheese Ring Cheese 25 g,Cheese Ring Cheese 25 g,30,,,g,21.52,,snack,,,,,room_temperature,standard,,2025-07-18T00:00:00Z,,,
06baf011-f999-7894-abcd-1234567890ab,CHE14,Cheese Ball 60 g,Cheese Ball 60 g,25,,,g,29.57,,snack,,,,,room_temperature,standard,,2025-07-18T00:00:00Z,,,
07baf012-0aaa-8905-bcde-2345678901ab,CHE22,Cheez-It 25 g,Cheez-It 25 g,100,,,g,6.18,,snack,,,,,room_temperature,standard,,2025-07-18T00:00:00Z,,,
08baf013-1bbb-9016-cdef-3456789012ab,CHE23,Cheez Whiz Pimiento 440 g,Cheez Whiz Pimiento 440 g,12,,,g,189.11,,spread,,,,,room_temperature,standard,,2025-07-18T00:00:00Z,,,
09baf014-2ccc-0127-defa-4567890123ab,CHI02,Chippy Barbecue 108 g,Chippy Barbecue 108 g,50,,,g,18.97,,snack,,,,,room_temperature,standard,,2025-07-18T00:00:00Z,,,
0abaf015-3ddd-1238-efab-5678901234ab,CHI13,Chippy Chili & Cheese 108 g,Chippy Chili & Cheese 108 g,50,,,g,18.97,,snack,,,,,room_temperature,standard,,2025-07-18T00:00:00Z,,,
0bbaf016-4eee-2349-abcd-6789012345ab,CHI32,Chips Ahoy 142.5 g,Chips Ahoy 142.5 g,24,,,g,81.59,,snack,,,,,room_temperature,standard,,2025-07-18T00:00:00Z,,,
0cbaf017-5fff-345a-bcde-7890123456ab,CHO06,Choco Mucho Chocolate 30 g,Choco Mucho Chocolate 30 g,20,,,g,76.08,,snack,,,,,room_temperature,standard,,2025-07-18T00:00:00Z,,,
0dbaf018-6000-456b-cdef-8901234567ab,CHO07,Choco Mucho Dark 30 g,Choco Mucho Dark 30 g,20,,,g,76.08,,snack,,,,,room_temperature,standard,,2025-07-18T00:00:00Z,,,
0ebaf019-7111-567d-defa-9012345678ab,CHO11,Choco Mucho Cookie Sandwich 33 g,Choco Mucho Cookie Sandwich 33 g,30,,,g,70.32,,snack,,,,,room_temperature,standard,,2025-07-18T00:00:00Z,,,
0fbaf01a-8222-678e-efab-0123456789ab,CHO23,Choco Mucho Caramel 30 g,Choco Mucho Caramel 30 g,20,,,g,76.08,,snack,,,,,room_temperature,standard,,2025-07-18T00:00:00Z,,,
10baf01b-9333-789f-abcd-1234567890ab,CHO11,Choey Choco 5.5 g,Choey Choco 5.5 g,10,,,g,48.67,,snack,,,,,room_temperature,standard,,2025-07-18T00:00:00Z,,,
11baf01c-a444-8900-bcde-2345678901ab,CLO49,Clover Chips Barbecue 24 g,Clover Chips Barbecue 24 g,105,,,g,11.43,,snack,,,,,room_temperature,standard,,2025-07-18T00:00:00Z,,,
12baf01d-b555-9011-cdef-3456789012ab,CLO60,Clover Chips Ham & Cheese 24 g,Clover Chips Ham & Cheese 24 g,105,,,g,11.43,,snack,,,,,room_temperature,standard,,2025-07-18T00:00:00Z,,,
13baf01e-c666-0122-defa-4567890123ab,CLO49,Clover Chips Cheese 24 g,Clover Chips Cheese 24 g,105,,,g,11.43,,snack,,,,,room_temperature,standard,,2025-07-18T00:00:00Z,,,
14baf01f-d777-1233-efab-5678901234ab,COB01,Cobra Energy 350 ml,Cobra Energy 350 ml,24,,,ml,20.3,,beverage,,,,,room_temperature,standard,,2025-07-18T00:00:00Z,,,
15baf020-e888-2344-abcd-6789012345ab,COB04,Cobra Energy Strawberry 350 ml,Cobra Energy Strawberry 350 ml,24,,,ml,20.66,,beverage,,,,,room_temperature,standard,,2025-07-18T00:00:00Z,,,
16baf021-f999-3455-bcde-7890123456ab,COB09,Cobra Energy Citrus 300 ml,Cobra Energy Citrus 300 ml,12,,,ml,17.62,,beverage,,,,,room_temperature,standard,,2025-07-18T00:00:00Z,,,
17baf022-0aaa-4566-cdef-8901234567ab,COB10,Cobra Energy Strawberry 300 ml,Cobra Energy Strawberry 300 ml,12,,,ml,17.62,,beverage,,,,,room_temperature,standard,,2025-07-18T00:00:00Z,,,
18baf023-1bbb-5677-defa-9012345678ab,COL05AB,Colgate Toothpaste Active Salt 132 g,Colgate Toothpaste Active Salt 132 g,6,,,g,16.23,,oral_care,,,,,room_temperature,standard,,2025-07-18T00:00:00Z,,,
19baf024-2ccc-6788-efab-0123456789ab,COL149B,Colgate Toothbrush Extra Clean 4 S,Colgate Toothbrush Extra Clean 4 S,6,,,pcs,37.18,,oral_care,,,,,room_temperature,standard,,2025-07-18T00:00:00Z,,,
1abaf025-3ddd-7899-abcd-1234567890ab,COL34AY,Colgate Toothbrush Slim Soft 5 S,Colgate Toothbrush Slim Soft 5 S,5,,,pcs,74.52,,oral_care,,,,,room_temperature,standard,,2025-07-18T00:00:00Z,,,
